,1789_Washington_Inaugural_Address,1793_Washington_Inaugural_Address,1801_Jefferson_Inaugural_Address,1805_Jefferson_Inaugural_Address,1809_Madison_Inaugural_Address,1813_Madison_Inaugural_Address,1817_Monroe_Inaugural_Address,1821_Monroe_Inaugural_Address,1825_Adams_Inaugural_Address,1829_Jackson_Inaugural_Address,1833_Jackson_Inaugural_Address,1837_Buren_Inaugural_Address,1841_Harrison_Inaugural_Address,1841_Tyler_Address_Upon_Assuming_the_Office,1845_Polk_Inaugural_Address,1849_Taylor_Inaugural_Address,1853_Pierce_Inaugural_Address,1857_Buchanan_Inaugural_Address,1861_Lincoln_Inaugural_Address,1865_Johnson_Address_Upon_Assuming_the_Office,1865_Lincoln_Inaugural_Address,1869_Grant_Inaugural_Address,1873_Grant_Inaugural_Address,1877_Hayes_Inaugural_Address,1881_Arthur_Address_Upon_Assuming_the_Office,1881_Garfield_Inaugural_Address,1885_Cleveland_Inaugural_Address,1889_Harrison_Inaugural_Address,1893_Cleveland_Inaugural_Address,1897_McKinley_Inaugural_Address,1901_McKinley_Inaugural_Address,1905_Roosevelt_Inaugural_Address,1909_Taft_Inaugural_Address,1913_Wilson_Inaugural_Address,1917_Wilson_Inaugural_Address,1921_Harding_Inaugural_Address,1925_Coolidge_Inaugural_Address,1929_Hoover_Inaugural_Address,1933_Roosevelt_Inaugural_Address,1937_Roosevelt_Inaugural_Address,1941_Roosevelt_Third_Inaugural_Address,1945_Roosevelt_Inaugural_Address,1949_Truman_Inaugural_Address,1953_Eisenhower_Inaugural_Address,1957_Eisenhower_Second_Inaugural_Address,1961_Kennedy_Inaugural_Address,1965_Johnson_The_President,1969_Nixon_Inaugural_Address,1973_Nixon_Oath_of_Office_and_Second,1977_Carter_Inaugural_Address,1981_Reagan_Inaugural_Address,1985_Reagan_Inaugural_Address,1989_Bush_Inaugural_Address,1993_Clinton_Inaugural_Address,1997_Clinton_Inaugural_Address,2001_Bush_Inaugural_Address,2005_Bush_Inaugural_Address,2009_Obama_Inaugural_Address,2013_Obama_Inaugural_Address,2017_Trump_Inaugural_Address,2021_Biden_Inaugural_Address
num_unk,2,0,0,0,1,0,0,0,2,2,3,2,30,4,50,4,8,20,52,0,4,0,0,4,0,8,5,2,0,10,12,0,4,2,0,2,0,2,0,8,2,5,0,0,0,3,6,11,2,5,20,3,4,2,4,4,6,4,0,2,16
num_words,1434,135,1732,2168,1177,1211,3380,4479,2917,1128,1177,3846,8468,1680,4815,1091,3348,2836,3639,361,705,1132,1341,2490,433,2991,1690,4401,2028,3981,2225,991,5444,1712,1530,3351,4058,3859,1890,1826,1364,563,2284,2476,1664,1371,1512,2137,1861,1234,2453,2597,2344,1613,2174,1602,2086,2414,2131,1469,2586
avg_dependency_distance,3.5564853556485354,3.066666666666667,3.712471131639723,3.1983394833948338,3.602378929481733,2.7489677952105698,2.6928994082840236,2.981245813797723,2.9187521426122727,2.905141843971631,2.7068819031435853,2.9430577223088923,3.0611714690599907,2.8666666666666667,2.711318795430945,3.2630614115490375,2.8635005973715653,2.8469675599435824,2.937895026106073,2.260387811634349,3.0368794326241133,2.7491166077738516,2.722595078299776,3.144578313253012,2.7829099307159355,2.5650284185891006,2.891715976331361,2.677573278800273,2.5961538461538463,2.839989952273298,2.519550561797753,2.772956609485368,2.8378030859662013,2.7330607476635516,2.6065359477124184,2.628767532079976,2.3479546574667323,2.303964757709251,2.4153439153439153,2.264512595837897,2.4288856304985336,2.5541740674955595,2.1930823117338005,2.3432956381260097,2.3545673076923075,2.6564551422319473,2.2625661375661377,2.3743565746373423,2.722192369693713,2.6928687196110213,2.327354260089686,2.4559106661532537,2.335750853242321,2.4054556726596403,2.395584176632935,2.1953807740324596,2.4328859060402683,2.531897265948633,2.557954012200845,2.4486044928522803,2.379350348027842
avg_sentence_length_by_tok,67.21739130434783,36.75,47.26829268292683,53.111111111111114,60.285714285714285,39.54545454545455,30.073170731707318,37.48854961832061,41.526315789473685,48.56,41.12903225806452,42.66326530612245,42.87850467289719,42.23255813953488,34.20261437908497,53.81818181818182,34.54716981132076,34.89887640449438,29.36231884057971,23.11764705882353,29.037037037037038,30.95,34.348837209302324,46.16949152542373,34.0,29.18018018018018,40.62222222222222,30.235668789808916,36.96551724137931,33.44274809160305,24.57,33.121212121212125,36.76729559748428,27.985294117647058,28.0,25.04,22.558375634517766,23.779661016949152,24.1046511627907,20.855670103092784,22.17142857142857,24.615384615384617,21.389830508474578,21.91269841269841,20.67391304347826,29.037735849056602,17.46938775510204,23.057142857142857,29.314285714285713,25.537037037037038,21.8671875,23.41269841269841,18.135135135135137,19.91304347826087,22.20909090909091,18.947916666666668,23.505050505050505,22.949152542372882,26.233333333333334,18.711111111111112,18.496969696969696
avg_sentence_length_by_word,62.34782608695652,33.75,42.24390243902439,48.17777777777778,56.04761904761905,36.696969696969695,27.479674796747968,34.19083969465649,38.38157894736842,45.12,37.96774193548387,39.244897959183675,39.570093457943926,39.06976744186046,31.470588235294116,49.59090909090909,31.58490566037736,31.865168539325843,26.369565217391305,21.235294117647058,26.11111111111111,28.3,31.186046511627907,42.20338983050848,30.928571428571427,26.945945945945947,37.55555555555556,28.03184713375796,34.96551724137931,30.389312977099237,22.25,30.03030303030303,34.23899371069182,25.176470588235293,25.93220338983051,22.34,20.598984771573605,21.80225988700565,21.976744186046513,18.824742268041238,19.485714285714284,21.653846153846153,19.35593220338983,19.650793650793652,18.08695652173913,25.867924528301888,15.428571428571429,20.35238095238095,26.585714285714285,22.85185185185185,19.1640625,20.61111111111111,15.837837837837839,17.532608695652176,19.763636363636362,16.6875,21.07070707070707,20.45762711864407,23.677777777777777,16.322222222222223,15.672727272727272
avg_words_before_root,13.478260869565217,16.5,10.585365853658537,17.4,30.761904761904763,7.242424242424242,7.975609756097561,11.251908396946565,15.855263157894736,15.56,10.193548387096774,12.53061224489796,11.509345794392523,11.906976744186046,8.84967320261438,11.0,8.415094339622641,7.078651685393258,8.253623188405797,6.235294117647059,12.0,8.05,6.604651162790698,13.016949152542374,12.0,7.306306306306307,9.933333333333334,7.649681528662421,10.413793103448276,6.67175572519084,5.78,7.03030303030303,7.9245283018867925,4.264705882352941,6.1525423728813555,6.133333333333334,6.269035532994923,5.576271186440678,5.848837209302325,5.350515463917525,5.3428571428571425,6.423076923076923,4.5,5.484126984126984,6.032608695652174,6.264150943396227,4.979591836734694,5.895238095238096,5.9714285714285715,6.518518518518518,5.2421875,5.476190476190476,4.77027027027027,6.065217391304348,5.4,4.666666666666667,6.484848484848484,5.898305084745763,5.3,4.7444444444444445,4.430303030303031
num_uniq_words,593,90,676,776,521,516,973,1184,948,499,470,1246,1793,647,1248,481,1112,887,999,168,325,460,513,795,242,957,643,1287,793,1175,803,382,1363,621,519,1116,1150,1051,709,675,489,257,731,843,581,526,522,693,512,489,834,851,741,592,706,585,716,882,769,530,742
proportion_uniq,0.4158485273492286,0.6666666666666666,0.3930232558139535,0.358264081255771,0.44265080713678845,0.4267990074441687,0.28855278766310793,0.2660674157303371,0.32768752160387143,0.4427684117125111,0.40102389078498296,0.32507174536916256,0.2129200807505047,0.3862686567164179,0.2608150470219436,0.44087992667277726,0.3330338424678047,0.3132062146892655,0.2765015222806532,0.46537396121883656,0.46965317919075145,0.4110813226094727,0.38687782805429866,0.320952765442067,0.5627906976744186,0.32222222222222224,0.3809241706161137,0.2936344969199179,0.3912185495806611,0.296867104598282,0.36334841628959275,0.38585858585858585,0.2513832534120251,0.36422287390029323,0.3401048492791612,0.3338318875261741,0.28451261751608115,0.2740547588005215,0.3769271664008506,0.3739612188365651,0.3614190687361419,0.4589285714285714,0.3217429577464789,0.3428222854819032,0.350210970464135,0.38676470588235295,0.34776815456362425,0.3275047258979206,0.27720628045479156,0.3982084690553746,0.3419434194341943,0.3325517780382962,0.31748071979434445,0.36793039154754503,0.32898415657036345,0.365625,0.34539315002411963,0.36612702366127026,0.36290703161868804,0.364762560220234,0.2896174863387978
stop_words_per_clause,5.923611111111111,5.266666666666667,5.765714285714286,4.926070038910506,7.766666666666667,6.173913043478261,5.120822622107969,5.55625,7.44,5.646017699115045,6.339449541284404,4.923076923076923,5.9837775202781,5.969135802469136,5.810020876826722,5.298245614035087,5.673529411764706,5.3933333333333335,5.029411764705882,4.25,4.0576923076923075,4.537414965986395,5.527397260273973,6.339366515837104,5.022222222222222,5.632107023411371,6.76978417266187,5.476923076923077,4.942222222222222,5.66501240694789,4.79467680608365,4.413043478260869,5.407986111111111,4.714953271028038,5.8,4.0292134831460675,4.526515151515151,5.953424657534247,4.615720524017467,4.2125,5.146496815286624,4.227848101265823,4.645283018867924,4.71280276816609,4.610576923076923,4.216666666666667,4.444976076555024,3.9310344827586206,4.355731225296442,4.36969696969697,4.1571428571428575,4.03601108033241,3.626631853785901,4.0,4.939271255060729,4.112612612612613,4.217712177121771,4.311526479750778,4.128378378378378,4.23,4.043927648578811
stop_words_per_sentence,37.08695652173913,19.75,24.609756097560975,28.133333333333333,33.285714285714285,21.515151515151516,16.195121951219512,20.358778625954198,22.026315789473685,25.52,22.29032258064516,22.20408163265306,24.130841121495326,22.488372093023255,18.18954248366013,27.454545454545453,18.19811320754717,18.179775280898877,16.108695652173914,13.0,15.62962962962963,16.675,18.767441860465116,23.74576271186441,16.142857142857142,15.17117117117117,20.91111111111111,15.872611464968152,19.17241379310345,17.427480916030536,12.61,18.454545454545453,19.59119496855346,14.838235294117647,16.220338983050848,11.953333333333333,12.131979695431472,12.27683615819209,12.290697674418604,10.422680412371134,11.542857142857143,12.846153846153847,10.432203389830509,10.80952380952381,10.423913043478262,14.320754716981131,9.479591836734693,11.942857142857143,15.742857142857142,13.351851851851851,11.3671875,11.563492063492063,9.385135135135135,10.173913043478262,11.090909090909092,9.510416666666666,11.545454545454545,11.728813559322035,13.577777777777778,9.4,9.484848484848484
constituency_analysis_time,0.004422700003487989,0.0020979999972041696,0.0010231000051135197,0.008132600007229485,0.008755099988775328,0.003273900001659058,0.006142300000647083,0.0028747999895131215,0.0033251999993808568,0.001822799997171387,0.0035451000003376976,0.0012272999883862212,0.0027285999967716634,0.00032469999860040843,0.002718300005653873,0.003557599993655458,0.0023237999994307756,0.00116379999963101,0.0014721999905304983,0.0011959999974351376,0.0020125000010011718,0.0018192999996244907,0.004062099993461743,0.004654099990148097,0.001632300001801923,0.0019121000077575445,0.0014598999987356365,0.0013882000057492405,0.0020334000000730157,0.0014208999928086996,0.001577299990458414,0.0023969000030774623,0.0016781000012997538,0.00117790000513196,0.0027695000026142225,0.0005768000119132921,0.0005636999994749203,0.0010113000025739893,0.0006215000030351803,0.002035299999988638,0.0007852999988244846,0.0020770999981323257,0.0008759999909671023,0.0005127000040374696,0.0003480000013951212,0.0013137999922037125,0.0012032999948132783,0.0016642999980831519,0.0010279999987687916,0.0004295999970054254,0.0005268000095384195,0.00045849999878555536,0.0005301999917719513,0.000553100006072782,0.0009381999989273027,0.0005616999987978488,0.0005792999872937799,0.0006616000027861446,0.0007410999969579279,0.0004133999900659546,0.0005277000018395483
dependency_analysis_time,0.00041989999590441585,0.00018740000086836517,0.00013810000382363796,0.0009883000020636246,0.00046070000098552555,0.00038389999826904386,0.0006265999982133508,0.0003597000031732023,0.0005479999963426962,0.0002445999998599291,0.00041030001011677086,0.00018260000797454268,0.0003878999996231869,2.3500004317611456e-05,0.00037859998701605946,0.0004285000031813979,0.00040779999108053744,0.00017430000298190862,0.0003036999987671152,0.0001016999885905534,0.00022879999596625566,0.00023370000417344272,0.0002812000020639971,0.000596500001847744,0.0001942000089911744,0.0003132999991066754,0.00020140000560786575,0.0002860999957192689,0.00029150000773370266,0.00022760000138077885,0.00018540000019129366,0.00021479999122675508,0.00033429999893996865,0.00012540000898297876,0.00030649999098386616,4.7600013203918934e-05,8.589999924879521e-05,9.48999950196594e-05,5.990000499878079e-05,0.0002837000065483153,8.410000009462237e-05,0.00019480001355987042,8.290000550914556e-05,3.7299992982298136e-05,2.7099988074041903e-05,0.00018820000695995986,0.00013910001143813133,0.00019829999655485153,0.00011729999096132815,3.239999932702631e-05,4.940001235809177e-05,2.439999661874026e-05,5.640000745188445e-05,4.859999171458185e-05,0.00013129999570082873,4.84000047435984e-05,5.77000027988106e-05,7.539999205619097e-05,7.899999036453664e-05,3.7699996028095484e-05,2.4199995095841587e-05
tree_edit_distance_time,7.597020599991083,0.1629904000001261,7.225229200004833,11.181363700001384,8.64661700000579,4.3793025000049965,11.22965180000756,15.089431900007185,12.74235420000332,4.430855899991002,3.798434800002724,11.338227500003995,26.527992799994536,4.761322999998811,13.22431360000337,4.0852713999920525,8.248757100009243,7.910143200002494,7.655982299998868,0.5349006000033114,1.5640348000015365,2.588603800002602,3.113790200004587,8.223916200004169,0.8217159999912838,5.33617249999952,4.2190453999937745,8.454362499993294,5.055250300007174,9.184647399990354,4.067099299994879,2.072646700005862,12.897241700004088,3.5185353999986546,2.7073004999983823,5.608952800001134,5.475151100006769,5.8438452999980655,2.927588599995943,2.3923511000029976,1.799479399996926,0.8180426000035368,2.8898888000112493,3.301642999998876,2.0125647999957437,2.252868600000511,1.5796332000027178,3.3147579999931622,4.086835299996892,2.062490500000422,3.1245118000078946,3.4855399999942165,2.708107200000086,2.599506400001701,3.178238099993905,1.7568462999915937,3.4933364000025904,3.339655699994182,3.606111900007818,1.7030185000039637,3.8156642999965698
total_file_analysis_time,13.082505400001537,0.5232968000054825,12.075078099995153,17.475445999996737,15.064797400002135,9.2549677999923,18.95904889999656,23.016993099998217,17.99819220000063,6.387467299995478,5.8973852999915835,18.211696200000006,39.19664970001031,7.249711299999035,19.724814300003345,6.043467499999679,13.18732280000404,11.834000599992578,12.8065576999943,1.178940199999488,2.73649349999323,4.383347700000741,5.267023099993821,12.235508800004027,1.7405540000036126,8.958102299991879,6.542070900002727,13.830990999995265,7.86840019999363,14.203125800006092,7.3899153000093065,3.8501430000032997,20.308982600006857,6.2284672999958275,5.858230199999525,9.836038099994767,9.88624659999914,10.522011699998984,5.124745299995993,4.426643799990416,3.5332488999993075,1.560801799991168,5.329652999993414,6.124037399989902,3.8844474999932572,4.056552599999122,3.350916399998823,5.809396099997684,6.298653999998351,3.964692699999432,5.883127900000545,6.682430100001511,5.22106260000146,4.515265699999873,6.045294099996681,3.8296329000004334,6.1200699000037275,6.441576000011992,6.190596400003415,3.8837042999948608,7.077974100000574
