,date,year,pres_name,byline,title,benepar_analysis_time,spacy_analysis_time,tree_edit_distance_time,total_file_analysis_time,num_tokens,num_sentences,avg_tree_edit_dist_adjacent,avg_node_depth,max_node_depth,avg_node_clause_depth,max_node_clause_depth,avg_max_clause_depth,avg_clause_length,clauses_per_sent,sbars_per_sent,sbars_by_parataxis,pronouns_per_sent,pronouns_per_clause,pronouns_by_parataxis,pronoun_prop_of_leaf_nps,avg_np_length,avg_words_before_np_root,loose_parataxis_per_sent,root_parataxis_per_sent_strict,root_parataxis_per_sent_loose,num_unk,num_words,avg_dependency_distance,max_dependency_distance,avg_sentence_length_by_tok,avg_sentence_length_by_word,avg_paratctic_clause_len_by_word,avg_words_before_root,num_uniq_words,proportion_uniq,stop_words_per_clause,stop_words_per_sentence,stop_words_by_parataxis,avg_aoa_min,avg_aoa_uniq_min,avg_stopless_aoa_min,avg_stopless_aoa_uniq_min,avg_word_freq,avg_word_freq_uniq,avg_word_freq_stopless,avg_word_freq_stopless_uniq
1917_Wilson_Inaugural_Address,1917-03-05,1917,Woodrow Wilson,28th President of the United States: 1913 ‐ 1921,Inaugural Address,0.09375759999966249,0.24700230000598822,6.396879199994146,23.20038119998935,1652,59,62.258620689655174,10.325060532687651,62,1.8886198547215496,5,2.2033898305084745,36.46060606060606,2.7966101694915255,1.1355932203389831,64,2.9661016949152543,1.0606060606060606,2.734375,0.44416243654822335,4.571171171171171,0.8288288288288288,1.11864406779661,1.0169491525423728,1.0847457627118644,0,1530,2.6065359477124184,53,28.0,25.93220338983051,23.90625,6.1525423728813555,519,0.3401048492791612,5.8,16.220338983050848,14.953125,5.65919835033557,7.050389288306453,7.414333737704919,7.670390131367291,6336.540089430268,1022.9298145614842,192.52185707908387,144.57590458863956
1921_Harding_Inaugural_Address,1921-03-04,1921,Warren G. Harding,29th President of the United States: 1921 ‐ 1923,Inaugural Address,0.014484999992419034,0.030276299992692657,14.089119800002663,47.089967899999465,3756,150,48.10738255033557,7.226304579339723,21,1.536741214057508,6,1.9066666666666667,27.635955056179775,2.966666666666667,0.6133333333333333,194,1.8066666666666666,0.6089887640449438,1.3969072164948453,0.29265658747300216,2.952566096423017,0.6049766718506998,1.4133333333333333,1.0866666666666667,1.2933333333333332,2,3351,2.628767532079976,50,25.04,22.34,17.27319587628866,6.133333333333334,1116,0.3338318875261741,4.0292134831460675,11.953333333333333,9.242268041237113,6.156487585040345,8.00562530695901,8.08462566122449,8.44101361184211,5831.956781389643,522.0400907175257,157.75951444821928,85.09164714103677
1925_Coolidge_Inaugural_Address,1925-03-04,1925,Calvin Coolidge,30th President of the United States: 1923 ‐ 1929,Inaugural Address,0.0279547999962233,0.04646199999842793,13.828319499996724,51.86677430001146,4444,197,42.79081632653061,7.156615661566157,30,1.6003600360036003,5,2.0609137055837565,25.945075757575758,2.6802030456852792,0.9035532994923858,219,1.5126903553299493,0.5643939393939394,1.360730593607306,0.29563492063492064,3.0200276243093924,0.6001381215469613,1.131979695431472,1.0456852791878173,1.1116751269035532,0,4058,2.3479546574667323,53,22.558375634517766,20.598984771573605,18.529680365296805,6.269035532994923,1150,0.28451261751608115,4.526515151515151,12.131979695431472,10.91324200913242,5.999655592820512,8.029419591288226,8.072113634408598,8.495305848387098,6080.280145968425,468.1800685155536,142.86272141706928,84.64160220663189
1929_Hoover_Inaugural_Address,1929-03-04,1929,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,Inaugural Address.,0.049334299998008646,0.07896829998935573,14.136589999994612,51.17676560000109,4209,177,45.34090909090909,7.477310525065336,25,1.4720836303159897,4,1.734463276836158,31.736986301369864,2.062146892655367,0.672316384180791,188,1.497175141242938,0.726027397260274,1.4095744680851063,0.2495291902071563,3.514575411913815,0.5481622306717364,1.07909604519774,1.0338983050847457,1.0621468926553672,2,3859,2.303964757709251,48,23.779661016949152,21.80225988700565,20.52659574468085,5.576271186440678,1051,0.2740547588005215,5.953424657534247,12.27683615819209,11.558510638297872,6.132247404697625,8.040238393574295,8.200155883866918,8.452914821222603,6406.933739718805,511.79722850678706,108.72377539676911,80.44583414761256
1933_Roosevelt_Inaugural_Address,1933-03-04,1933,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,Inaugural Address,0.028310099994996563,0.04826320000574924,8.141938000000664,26.335714900007588,2073,86,46.49411764705882,7.612638687891944,25,1.5108538350217078,5,1.8837209302325582,28.00873362445415,2.6627906976744184,0.813953488372093,101,1.8372093023255813,0.6899563318777293,1.5643564356435644,0.3147410358565737,3.489795918367347,0.545578231292517,1.255813953488372,1.069767441860465,1.1744186046511629,0,1890,2.4153439153439153,37,24.1046511627907,21.976744186046513,18.712871287128714,5.848837209302325,709,0.3769271664008506,4.615720524017467,12.290697674418604,10.465346534653465,5.846007239934711,7.431214583208394,7.5855907215189875,7.937709058394163,6410.214891503268,729.644895780662,147.33053562888568,107.39746732026143
1937_Roosevelt_Inaugural_Address,1937-01-20,1937,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,Inaugural Address.,0.0927870999876177,0.20478499999444466,6.139343699993333,24.5650261999981,2023,97,38.15625,7.177953534354918,21,1.6070192782995552,5,1.9690721649484537,26.854166666666668,2.4742268041237114,0.6288659793814433,107,1.577319587628866,0.6375,1.4299065420560748,0.31160896130346233,3.234567901234568,0.5953360768175583,1.1134020618556701,1.0618556701030928,1.1030927835051547,8,1826,2.264512595837897,22,20.855670103092784,18.824742268041238,17.065420560747665,5.350515463917525,675,0.3739612188365651,4.2125,10.422680412371134,9.448598130841122,5.823587844682049,7.184142112654324,7.4018034291187735,7.690782238921,6002.874715065091,807.9375312343828,193.05950469517836,118.95486149431628
1941_Roosevelt_Third_Inaugural_Address,1941-01-20,1941,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,Third Inaugural Address.,0.04832159999932628,0.09892769998987205,4.543787400005385,19.43549959998927,1552,70,41.63768115942029,7.329252577319588,21,1.5908505154639174,5,1.8714285714285714,28.133757961783438,2.242857142857143,0.8428571428571429,72,1.4857142857142858,0.6624203821656051,1.4444444444444444,0.2810810810810811,3.2244525547445257,0.5602189781021898,1.042857142857143,1.0,1.0285714285714285,2,1364,2.4288856304985336,31,22.17142857142857,19.485714285714284,18.944444444444443,5.3428571428571425,489,0.3614190687361419,5.146496815286624,11.542857142857143,11.222222222222221,5.550293996124031,6.996312206208427,7.133447909626719,7.5701839712643695,6961.03882323871,1009.0066308681147,291.04259139553267,148.52688850339067
1945_Roosevelt_Inaugural_Address,1945-01-20,1945,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,Inaugural Address.,0.09734800001024269,0.18198069999925792,2.04049820000364,7.572729499996058,640,26,43.88,7.5453125,21,1.63125,5,2.0,26.253164556962027,3.0384615384615383,1.1153846153846154,33,2.576923076923077,0.8481012658227848,2.0303030303030303,0.40853658536585363,3.063348416289593,0.46153846153846156,1.2692307692307692,1.1153846153846154,1.2692307692307692,5,563,2.5541740674955595,31,24.615384615384617,21.653846153846153,17.060606060606062,6.423076923076923,257,0.4589285714285714,4.227848101265823,12.846153846153847,10.121212121212121,5.490553759191177,6.35018973553719,6.7847715255813945,6.939058071856288,6289.033372056183,1713.4989192527405,210.45728291316524,192.5676247771836
1949_Truman_Inaugural_Address,1949-01-20,1949,Harry S. Truman,33rd President of the United States: 1945 ‐ 1953,Inaugural Address.,0.035151300005964004,0.08130559998971876,6.848662599993986,28.156774200004293,2524,118,37.957264957264954,7.3438985736925515,20,1.580824088748019,6,1.9915254237288136,27.037735849056602,2.2457627118644066,0.7372881355932204,121,1.4576271186440677,0.6490566037735849,1.421487603305785,0.2871452420701169,3.145809414466131,0.5878300803673938,1.0254237288135593,1.0084745762711864,1.0254237288135593,0,2284,2.1930823117338005,30,21.389830508474578,19.35593220338983,18.876033057851238,4.5,731,0.3217429577464789,4.645283018867924,10.432203389830509,10.173553719008265,5.961833612844868,7.4630209069767455,7.614889693693693,7.965778271604936,5947.075364947738,730.2668513388735,161.0956493921945,113.42292203076508
1953_Eisenhower_Inaugural_Address,1953-01-20,1953,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,Inaugural Address,0.014068300006329082,0.03201189999526832,8.117545000000973,33.03327790000185,2761,126,41.864,7.049619703006157,20,1.6551973922491852,5,1.9285714285714286,28.77854671280277,2.2936507936507935,0.5793650793650794,132,1.6587301587301588,0.7231833910034602,1.5833333333333333,0.2956152758132956,2.956140350877193,0.48927875243664715,1.0793650793650793,1.0238095238095237,1.0476190476190477,0,2476,2.3432956381260097,35,21.91269841269841,19.650793650793652,18.757575757575758,5.484126984126984,843,0.3428222854819032,4.71280276816609,10.80952380952381,10.318181818181818,5.8090757344798645,7.498866021656049,7.4048503704414586,7.919487968421052,6199.770147600589,605.3796361918262,196.11581723265692,97.3822277847309
1957_Eisenhower_Second_Inaugural_Address,1957-01-21,1957,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,Second Inaugural Address,0.006066100002499297,0.013246100003016181,5.3356758000008995,20.866696500001126,1902,92,37.0,6.13459516298633,18,1.3501577287066246,4,1.7826086956521738,23.778846153846153,2.260869565217391,0.5434782608695652,104,1.6195652173913044,0.7163461538461539,1.4326923076923077,0.3197424892703863,2.8532934131736525,0.5254491017964071,1.1630434782608696,1.065217391304348,1.1304347826086956,0,1664,2.3545673076923075,35,20.67391304347826,18.08695652173913,16.0,6.032608695652174,581,0.350210970464135,4.610576923076923,10.423913043478262,9.221153846153847,5.611868266169153,6.9290516617647055,6.998987391566265,7.364231229885058,5948.33321492848,849.3951369839817,219.79634136108078,150.6018975332069
1961_Kennedy_Inaugural_Address,1961-01-20,1961,John F. Kennedy,35th President of the United States: 1961 ‐ 1963,Inaugural Address,0.08219909999752417,0.21291429999109823,5.715483600011794,18.8684202000004,1539,53,59.48076923076923,7.760233918128655,27,1.8317089018843404,5,2.452830188679245,29.544444444444444,3.3962264150943398,1.0566037735849056,55,2.056603773584906,0.6055555555555555,1.981818181818182,0.3011049723756906,3.3249027237354087,0.6361867704280155,1.1320754716981132,1.0188679245283019,1.0377358490566038,3,1371,2.6564551422319473,33,29.037735849056602,25.867924528301888,24.927272727272726,6.264150943396227,526,0.38676470588235295,4.216666666666667,14.320754716981131,13.8,5.659250574324324,6.916105195219123,7.0732911869639805,7.4391790051282065,5951.64947032986,972.8775540809058,248.2733185228114,144.80541138023838
1965_Johnson_The_President,1965-01-20,1965,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,The President's Inaugural Address,0.061653800003114156,0.2112084000109462,4.249397899999167,19.134170500008622,1712,98,35.01030927835052,6.2610981308411215,17,1.5157710280373833,5,1.7142857142857142,22.75598086124402,2.13265306122449,0.7346938775510204,101,1.5918367346938775,0.7464114832535885,1.5445544554455446,0.3627906976744186,2.614186851211073,0.3737024221453287,1.0714285714285714,1.010204081632653,1.030612244897959,6,1512,2.2625661375661377,41,17.46938775510204,15.428571428571429,14.970297029702971,4.979591836734694,522,0.34776815456362425,4.444976076555024,9.479591836734693,9.198019801980198,5.378993562078275,6.4488375276679815,6.67581818117229,6.9165911715039545,6334.997796725074,1053.7329706449052,265.63205662230354,164.81630280978365
1969_Nixon_Inaugural_Address,1969-01-20,1969,Richard Nixon,37th President of the United States: 1969 ‐ 1974,Inaugural Address,0.10228120000101626,0.2038159999938216,8.65836549999949,29.81006640000851,2421,105,46.05769230769231,7.244114002478315,21,1.728624535315985,6,2.238095238095238,25.41065830721003,3.038095238095238,1.0476190476190477,111,1.9714285714285715,0.6489028213166145,1.864864864864865,0.34615384615384615,2.749082007343941,0.5605875152998776,1.0761904761904761,1.019047619047619,1.0571428571428572,11,2137,2.3743565746373423,46,23.057142857142857,20.35238095238095,19.25225225225225,5.895238095238096,693,0.3275047258979206,3.9310344827586206,11.942857142857143,11.297297297297296,5.365388573896353,6.751064959276016,6.613546289940827,7.151652858472997,6259.791818190228,791.3341646600159,301.7867422198237,135.28296878318122
1973_Nixon_Oath_of_Office_and_Second,1973-01-20,1973,Richard Nixon,37th President of the United States: 1969 ‐ 1974,Oath of Office and Second Inaugural Address.,0.05847640000865795,0.14182800000708085,10.434973099996569,28.365012399997795,2052,70,56.0,8.688109161793372,27,2.215399610136452,6,2.857142857142857,33.73517786561265,3.6142857142857143,1.4,70,2.4,0.6640316205533597,2.4,0.3463917525773196,3.0088105726872247,0.7342143906020558,1.1,1.0,1.0,2,1861,2.722192369693713,60,29.314285714285713,26.585714285714285,26.585714285714285,5.9714285714285715,512,0.27720628045479156,4.355731225296442,15.742857142857142,15.742857142857142,5.452521279684862,6.786597993736954,6.848207093795092,7.386922865384617,5821.972166062277,1051.535379369139,320.02705619160406,144.39433551198255
1977_Carter_Inaugural_Address,1977-01-20,1977,Jimmy Carter,39th President of the United States: 1977 ‐ 1981,Inaugural Address,0.006798800008255057,0.016558900009840727,5.4458531999989646,18.733471700004884,1379,54,53.735849056603776,8.330674401740392,41,1.674401740391588,5,2.0555555555555554,28.654545454545456,3.0555555555555554,1.0555555555555556,69,2.4444444444444446,0.8,1.9130434782608696,0.43137254901960786,3.5721040189125297,0.8747044917257684,1.3518518518518519,1.037037037037037,1.2777777777777777,5,1234,2.6928687196110213,78,25.537037037037038,22.85185185185185,17.884057971014492,6.518518518518518,489,0.3982084690553746,4.36969696969697,13.351851851851851,10.44927536231884,5.698097115059222,7.12270205054945,7.403502287526424,7.780675466666667,5841.778410461808,1062.5813339828683,213.19365674556678,153.78617860187546
1981_Reagan_Inaugural_Address,1981-01-20,1981,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,Inaugural Address,0.013146299999789335,0.021092099996167235,7.92956520000007,31.86147420000634,2799,128,42.54330708661417,7.079314040728832,23,1.5809217577706323,5,2.1015625,24.602857142857143,2.734375,0.828125,148,2.0625,0.7542857142857143,1.7837837837837838,0.39819004524886875,2.9815618221258133,0.5748373101952278,1.171875,1.0625,1.15625,20,2453,2.327354260089686,39,21.8671875,19.1640625,16.574324324324323,5.2421875,834,0.3419434194341943,4.1571428571428575,11.3671875,9.83108108108108,5.6260637748513185,7.073280634366926,7.2535824163969815,7.550402655448719,6225.93083853084,727.2200328407232,206.91359289617483,129.78715327594452
1985_Reagan_Inaugural_Address,1985-01-21,1985,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,Inaugural Address,0.02048110000032466,0.04186599999957252,8.945219299988821,34.67521200000192,2950,126,47.624,7.693559322033899,23,1.7006779661016949,6,2.142857142857143,27.1994459833795,2.865079365079365,0.7619047619047619,146,1.9047619047619047,0.6648199445983379,1.643835616438356,0.33613445378151263,3.5196770938446016,0.7053481331987891,1.3015873015873016,1.0555555555555556,1.1587301587301588,3,2597,2.4559106661532537,67,23.41269841269841,20.61111111111111,17.78767123287671,5.476190476190476,851,0.3325517780382962,4.03601108033241,11.563492063492063,9.979452054794521,5.572882515480502,6.879619525529265,6.976541492957748,7.2769587025796625,5794.231573931023,697.8502801120451,224.36136957016953,132.25839727195222
1989_Bush_Inaugural_Address,1989-01-20,1989,George Bush,41st President of the United States: 1989 ‐ 1993,Inaugural Address,0.019975600007455796,0.07567190000554547,6.628074200008996,29.00165890000062,2684,148,34.08163265306123,6.292101341281669,25,1.4597615499254843,6,1.9324324324324325,20.77545691906005,2.5878378378378377,0.7094594594594594,180,1.5067567567567568,0.5822454308093995,1.238888888888889,0.3436055469953775,2.719953325554259,0.6289381563593932,1.25,1.0743243243243243,1.2162162162162162,4,2344,2.335750853242321,51,18.135135135135137,15.837837837837839,13.022222222222222,4.77027027027027,741,0.31748071979434445,3.626631853785901,9.385135135135135,7.716666666666667,5.235678879120879,6.521026418803417,6.336575349557522,6.9258844413919425,6544.553898155006,833.0494774833008,348.8126199415937,177.61790551018302
1993_Clinton_Inaugural_Address,1993-01-20,1993,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,Inaugural Address,0.01847329999145586,0.026165500006754883,5.3906575000000885,21.503501099999994,1832,92,40.34065934065934,6.729257641921397,19,1.5562227074235808,6,2.0,22.837606837606838,2.5434782608695654,0.8478260869565217,98,1.9130434782608696,0.7521367521367521,1.7959183673469388,0.3793103448275862,3.120385232744783,0.48314606741573035,1.1195652173913044,1.0108695652173914,1.065217391304348,2,1613,2.4054556726596403,70,19.91304347826087,17.532608695652176,16.459183673469386,6.065217391304348,592,0.36793039154754503,4.0,10.173913043478262,9.551020408163266,5.548428602855288,6.813878670212763,7.049467494400003,7.3215085711009165,5736.472485373675,919.9418400185793,231.20602738136682,148.19028618011762
1997_Clinton_Inaugural_Address,1997-01-20,1997,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,Inaugural Address,0.027370499999960884,0.08514789999753702,7.436601400011568,28.098910099986824,2443,110,42.018348623853214,6.711011051985264,23,1.4858780188293081,5,1.8545454545454545,26.11740890688259,2.2454545454545456,0.5454545454545454,116,1.7,0.757085020242915,1.6120689655172413,0.3229706390328152,3.130966952264382,0.6401468788249693,1.1,1.018181818181818,1.0545454545454545,4,2174,2.395584176632935,42,22.20909090909091,19.763636363636362,18.74137931034483,5.4,706,0.32898415657036345,4.939271255060729,11.090909090909092,10.517241379310345,5.498874215377268,6.848512320058997,6.807344044543429,7.300580016513762,5780.810612699454,727.575442712698,244.05457273238733,135.4206582633053
2001_Bush_Inaugural_Address,2001-01-20,2001,George W. Bush,43rd President of the United States: 2001 ‐ 2009,Inaugural Address,0.022446599992690608,0.04396660000202246,4.3843278999993345,20.129683599996497,1819,96,34.78947368421053,6.118746564046179,17,1.4200109950522264,5,1.8333333333333333,22.28828828828829,2.3125,0.7083333333333334,108,1.8020833333333333,0.7792792792792793,1.6018518518518519,0.36041666666666666,2.633956386292835,0.5077881619937694,1.1666666666666667,1.0729166666666667,1.125,4,1602,2.1953807740324596,28,18.947916666666668,16.6875,14.833333333333334,4.666666666666667,585,0.365625,4.112612612612613,9.510416666666666,8.453703703703704,5.674864134627833,6.9058186386404286,7.188518111111112,7.427881344827585,5674.191442276783,917.372718344678,191.22025091149203,127.95261075605409
2005_Bush_Inaugural_Address,2005-01-20,2005,George W. Bush,43rd President of the United States: 2001 ‐ 2009,Inaugural Address,0.030121899995720014,0.09260039999207947,7.8301344000065,28.492253000003984,2327,99,42.69387755102041,6.437902879243661,16,1.451654490760636,4,1.9090909090909092,25.25461254612546,2.7373737373737375,0.7474747474747475,114,1.707070707070707,0.6236162361623616,1.4824561403508771,0.27479674796747966,2.6426076833527357,0.4691501746216531,1.3434343434343434,1.0505050505050506,1.1515151515151516,6,2086,2.4328859060402683,44,23.505050505050505,21.07070707070707,18.29824561403509,6.484848484848484,716,0.34539315002411963,4.217712177121771,11.545454545454545,10.026315789473685,5.722956435884692,7.1424414254386,7.2183787601809914,7.559375192982456,6144.842057924086,742.1605030197736,195.9390256635135,125.80183844195349
2009_Obama_Inaugural_Address,2009-01-20,2009,Barack Obama,44th President of the United States: 2009 ‐ 2017,Inaugural Address,0.02910630000405945,0.08612389999325387,8.838676100000157,32.31962550000753,2708,118,45.256410256410255,6.998153618906942,19,1.5790251107828657,6,1.9745762711864407,24.588785046728972,2.7203389830508473,1.1016949152542372,129,2.0338983050847457,0.7476635514018691,1.8604651162790697,0.37094281298299847,3.119820828667413,0.4669652855543113,1.1779661016949152,1.0254237288135593,1.0932203389830508,4,2414,2.531897265948633,41,22.949152542372882,20.45762711864407,18.713178294573645,5.898305084745763,882,0.36612702366127026,4.311526479750778,11.728813559322035,10.728682170542635,5.597346169230771,6.986612671021377,6.988113257113819,7.3568085500705225,5885.695190142864,647.3077267436654,206.50211795373082,111.2037615046018
2013_Obama_Inaugural_Address,2013-01-21,2013,Barack Obama,44th President of the United States: 2009 ‐ 2017,Inaugural Address,0.02892150000843685,0.09685830000671558,9.221064500001376,29.249412699995446,2361,90,51.02247191011236,7.800508259212198,21,1.8242270224481152,5,2.388888888888889,27.95945945945946,3.2888888888888888,1.3555555555555556,103,2.433333333333333,0.7398648648648649,2.1262135922330097,0.37954939341421146,3.1145320197044337,0.5923645320197044,1.1888888888888889,1.0444444444444445,1.1444444444444444,0,2131,2.557954012200845,65,26.233333333333334,23.677777777777777,20.689320388349515,5.3,769,0.36290703161868804,4.128378378378378,13.577777777777778,11.864077669902912,5.730052699466796,7.126270712925172,7.278801479020979,7.570360865894039,5626.208027397007,720.9182920536639,179.63002751211846,110.87403446226978
2017_Trump_Inaugural_Address,2017-01-20,2017,Donald J. Trump,45th President of the United States: 2017 ‐ 2021,Inaugural Address,0.007826100001693703,0.02311819999886211,4.19823069999984,19.050335500010988,1684,90,35.06741573033708,6.229216152019003,16,1.3159144893111638,4,1.6,22.345,2.2222222222222223,0.4111111111111111,105,1.788888888888889,0.805,1.5333333333333334,0.39851485148514854,2.968864468864469,0.6318681318681318,1.3111111111111111,1.0333333333333334,1.1666666666666667,2,1469,2.4486044928522803,35,18.711111111111112,16.322222222222223,13.99047619047619,4.7444444444444445,530,0.364762560220234,4.23,9.4,8.057142857142857,5.498908461538462,6.5035000783132535,6.633388059245962,6.930811238461538,5566.12689017716,1004.7671708683474,243.9793081460226,175.2716137302378
2021_Biden_Inaugural_Address,2021-01-20,2021,Joseph R. Biden,46th President of the United States: 2021 ‐ present,Inaugural Address,0.010814399996888824,0.025524800003040582,7.490754500002367,31.924519199994393,3052,165,38.359756097560975,6.655635648754915,20,1.552096985583224,5,1.8,23.0,2.3454545454545452,0.7272727272727273,180,1.9212121212121211,0.8191214470284238,1.761111111111111,0.42154255319148937,2.772325809617272,0.5829244357212954,1.1757575757575758,1.0606060606060606,1.0909090909090908,16,2586,2.379350348027842,31,18.496969696969696,15.672727272727272,14.366666666666667,4.430303030303031,742,0.2896174863387978,4.043927648578811,9.484848484848484,8.694444444444445,5.3286393697310315,6.64473450574713,6.694796243876462,7.0839655317604375,6454.363047592456,834.9045571331978,319.25182239893957,167.15302937784116
